"unique_id","f_name_english","f_name_arabic","facility_category_name_english","facility_category_name_arabic","facilitysubcategorynameenglish","facilitysubcategorynamearabic","address_line_one","address_line_two_english","address_line_two_arabic","po_box","website","telephone_1","telephone_2","fax","expiry_date","status","area_id","x_coordinate","y_coordinate","email","area_english","area_arabic"
"3447526","AL Raya pharmacy","صيدلية الرايه","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","al khair 2","Al Ebdaa' Street 26","Al Satwa","","","0566570345","","","","FAC_EXP","13","25.217406637990116","55.272444197959516","alrayapharmacy77@gmail.com","Al Satwa","Al Satwa"
"3451062","LIFE MEDICAL CENTRE 7 BR OF LIFE CLINIC ","مركز لايف الطبي 7 فرع من عيادة لايف ش ذ م م","General Practice","طب عام","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","THE APARTMENT BLOCK A","SHEIKH ZAYD ROAD ","TRADE CENTER SECOND","","","","","","","FAC_ACT","109","90.0","90.0","","TRADE CENTER SECOND","TRADE CENTER SECOND"
"3464301","Healthhub Br Of Alfuttaim Healthcare Single Person Company LLC","هيلث هاب فرع من الفطيم للرعاية الصحية شركة الشخص الواحد ش ذ م م","Otolaryngology","أنف أذن حنجرة","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","Manazel Deira","8a Street 4","AL QUSAIS SECOND","","https://www.healthhubalfuttaim.com","45967350","","","","FAC_ACT","75","25.267578021577275","55.381392396379475","habeebrahiman.palara@alfuttaim.com","AL QUSAIS SECOND","AL QUSAIS SECOND"
"3464301","Healthhub Br Of Alfuttaim Healthcare Single Person Company LLC","هيلث هاب فرع من الفطيم للرعاية الصحية شركة الشخص الواحد ش ذ م م","Otolaryngology","أنف أذن حنجرة","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","Manazel Deira","8a Street 4","AL QUSAIS SECOND","","https://www.healthhubalfuttaim.com","45967350","","","","FAC_ACT","75","25.267578021577275","55.381392396379475","habeebrahiman.palara@alfuttaim.com","AL QUSAIS SECOND","AL QUSAIS SECOND"
"3466216","PRIME MEDICAL CENTER AL WARQA (BR OF PRIME MEDICAL CENTER L.L.C)","برايم ميديكال سنتر الورقاء  فرع من برايم ميديكال سنتر ش ذ م م","Orthopedic Surgery","جراحة العظام","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","Al warqaa city Mall","Tripoli Street","","","https://www.primehealth.ae/prime-medical-centers","00971506198565","","","","FAC_ACT","","90.0","90.0","abdelghany@primehealth.ae","",""
"3473862","SINAG DENTAL CLINIC","سينج للعيادة السنان","General Dentistry","طب أسنان عام","PolyClinic (2spec)","عيادة متعددة الاختصاصات (تخصصان)","Al Wahda Building","26a Street 1","Port Saeed","","https://sinagdentalclinic.ae/","971503889871","","","","FAC_ACT","32","25.255697338878562","55.329420501013814","sinagdxb@gmail.com","Port Saeed","Port Saeed"
"3487056","New Medilife Medical Centre LLC","مركز نيو ميدليف الطبي ش ذ م م","General Dentistry","طب أسنان عام","PolyClinic (2spec)","عيادة متعددة الاختصاصات (تخصصان)","Hardware 7 Building Material Market Mall","Ras Alkhor road ","WARSAN THIRD","","","971-55-5915566","","","","FAC_ACT","181","25.162085549437776","55.46172779843901","medilifewarsan@gmail.com","WARSAN THIRD","WARSAN THIRD"
"3493026","Ivory Aesthetics Clinic","عيادة ايفوري اسثيتيكس","General Practice","طب عام","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","Lahej Villas","شارع 23ب 51","","","","","","","","FAC_ACT","","90.0","90.0","","",""
"3505030","life medical centre 5 br of life clinic llc"," مركز لايف الطبي 5 فرع من عيادة لايف ش ذ م م ","Obstetrics and Gynecology","أمراض النساء والولادة","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","CHEZ MOI BUILDING","International City Phase 2 St 24/8","WARSAN FIRST","","","","","","","FAC_ACT","158","25.14831181084472","55.40454234555897","","WARSAN FIRST","WARSAN FIRST"
"3508205","FLORENCE MEDICAL CENTER L.L.C","مركز فلورنس الطبي ش ذ م م","Plastic Surgery","الجراحة التجميلية","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","AG Tower","Marasi Drive 30/1","BUSINESS BAY","","","","","","","FAC_ACT_AEX","346","25.179757236893288","55.26956439096216","","BUSINESS BAY","BUSINESS BAY"
"3512610","Primecorp Medical Center AL QUSAIS","مركز برايمكورب الطبي القصيص ","Obstetrics and Gynecology","أمراض النساء والولادة","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","AL QUSAIS PLAZA","Damascus Street 296","AL QUSAIS FIRST","","","","","","","FAC_ACT","74","25.281306816942724","55.38778560807156","","AL QUSAIS FIRST","AL QUSAIS FIRST"
"3518289","Beautica Medical Center","مركز بيوتيكا الطبي","General Dentistry","طب أسنان عام","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","B2","Al Athar Street 397","JUMEIRA SECOND","","","971-52-8080830","","","","FAC_ACT","111","25.194460313195467","55.235598551761576","beuticamedical@gmail.com","JUMEIRA SECOND","JUMEIRA SECOND"
"3518383","Saudi German Clinics","عيادات السعودي الألماني","Pediatrics","طب الأطفال","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","The Mall","Jumeira Street D94","UMM SUQEIM THIRD","","","971-55-5785045","","","","FAC_ACT","127","25.14044771673275","55.19132677052978","hrlsp@saudigerman.com","UMM SUQEIM THIRD","UMM SUQEIM THIRD"
"3567822","PROALIGN SMILE SHOP DENTAL CLINIC L.L.C","عيادة بروألاين سمايل شوب للاسنان ذ م م","General Dentistry","طب أسنان عام","PolyClinic (2spec)","عيادة متعددة الاختصاصات (تخصصان)","BAYSWATER BAY BY OMNIYAT","Marasi Drive 1a","BUSINESS BAY","","","","","","","FAC_ACT_AEX","346","25.184150591947265","55.26380790049562","","BUSINESS BAY","BUSINESS BAY"
"3583876","Doctor Style For Dermatology","دكتور ستايل للامراض الجلدية","General Practice","طب عام","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","Villa","شارع البومية 103","UMM SUQEIM FIRST","","","971-56-4204760","","","","FAC_ACT_AEX","119","25.158584620827025","55.218593403748436","dr.nano2018@gmail.com","UMM SUQEIM FIRST","UMM SUQEIM FIRST"
"3599293","ESTHETIX DENTAL CENTER","مركز ايستيتكس للاسنان","General Dentistry","طب أسنان عام","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","DUSSELDORF BLDNG","AL BARSHA ROAD","AL BARSHA FIRST","","","","","","","FAC_ACT_AEX","132","90.0","90.0","","AL BARSHA FIRST","AL BARSHA FIRST"
"3606885","Dr kareem physiotherapy centre FZ LLC"," مركز دكتور كريم للعلاج الطبيعي منطقه حرة ذ م م","","","Clinical Support (1 Spec)","خدمات صحية مساندة (تخصص واحد)","Bulding DHCC","DHCC","","","","","","","","FAC_IAT","","90.0","90.0","","",""
"3613596","American Academy of Cosmetic Surgery Hospital (AACSH) FZ-LLC","المستشفى الأكاديمي الامريكي لجراحة التجميل (ايه اي سي أس أتش) منطقة حرة ذ.م.م","General Surgery","جراحة عامة","Specialty Hospital (<50)","مستشفى تخصصي (أقل من 50 سرير)","Building Number:73","gg","Dubai Healthcare City","","http://www.aacsh.com","97144237600","","","","FAC_ACT","994","25.232765004350693","55.31952728419514","ceo@aacsh.com","Dubai Healthcare City","Dubai Healthcare City"
"3621022","ASTER ROYAL CLINIC DOWNTOWN BR OF DM HEALTHCARE LLC","   عيادة استر رويال داون تاون فرع من د م للرعاية الصحية ش ذ م م","Pediatrics","طب الأطفال","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","RESIDENCES RETAIL","BURJ KHALIFA","BURJ KHALIFA","","","","","","","FAC_ACT","345","90.0","90.0","","BURJ KHALIFA","BURJ KHALIFA"
"3625405","Re Leaf Medical Centre L.L.C Branch","مركز ري ليف الطبي ذ م م فرع","General Practice","طب عام","PolyClinic (2spec)","عيادة متعددة الاختصاصات (تخصصان)","Khalfan Mohammed Bin Lahej","26 Street 43","AL QOUZ IND.SECOND","","","971-50-2099430","","","","FAC_ACT","126","25.132474866719107","55.252171140215594","releafmedicalbr@gmail.com","AL QOUZ IND.SECOND","AL QOUZ IND.SECOND"
"3629528","Bright Life Medical Center LLC","مركز برايت لايف الطبي ش ذ م م","General Practice","طب عام","PolyClinic (2spec)","عيادة متعددة الاختصاصات (تخصصان)","Zabeel Catering Services Building","40 Street","DUBAI INVESTMENT PARK SECOND","","www.brightlifeclinics.com","971-55-7758011","","","","FAC_ACT","10","24.975156435512197","55.205156195541356","brightlifemedicalcenter@gmail.com","DUBAI INVESTMENT PARK SECOND","DUBAI INVESTMENT PARK SECOND"
"3644574","Ayurway Ayurveda Centre","ايورواي ايورفيدا سنتر","Ayurvedic Medicine","طب الهندي التقليدي","Traditional, Complementary & Alternative Medicine (TCAM) Facilities (1 Spec)","مركز الطب التقليدي و التكميلي و البديل (تخصص واحد)","Al Habbai Karama","31b Street 60","Al Karama","","www.ayurwayayurveda.com","043330013","","","","FAC_ACT_AEX","30","25.241380180255735","55.30528231529082","info@ayurwayayurveda.com","Al Karama","Al Karama"
"3656650","THE TOPDENT POLY CLINIC CO  L L C","مجمع طبي ذي توب دنت شركة الشخص الواحد ذ م م","General Dentistry","طب أسنان عام","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","Matloob Building","Sheikh Zayed Rd","AL SAFA FIRST","","www.topdent.ae","043344487","","","","FAC_ACT","116","90.0","90.0","thetopdent@gmail.com","AL SAFA FIRST","AL SAFA FIRST"
"8889702","Dr Sulaiman Al Habib Hospital FZ-LLC","مستشفى الدكتور سليمان الحبيب منطقة حرة-ذ.م.م","Neonatology","طب الخدج","General Hospital (>100)","مستشفى (أكثر من 100 سرير)","Dr. Sulaiman Al Habib Medical Center 51","Dubai Healthcare City St 57","Dubai Healthcare City","","","97144297777","","","","FAC_ACT","994","25.232730119786982","55.32106503284657","rania.tawalbeh@drsulaimanalhabib.com","Dubai Healthcare City","Dubai Healthcare City"
"3673060","AVANCE DENTAL CLINIC L.L.C (BRANCH)","(أفانس لطب الأسنان ش.ذ.م.م (فرع","","","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","detroit house 1","al hebiyah 1","AL HEBIAH FIRST","","","","","","","FAC_IAT","25","90.0","90.0","","AL HEBIAH FIRST","AL HEBIAH FIRST"
"3686814","Mediclinic Springs Clinic","عيادة ميديكلينيك سبرينج","Family Medicine","طب الأسرة","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","Meadows Town Center","Al Sohool Street","AL THANYAH  FOURTH","","","971-050-5980527","","","","FAC_ACT","227","25.05378405668168","55.17048513281359","shahul.noohu72@gmail.com","AL THANYAH  FOURTH","AL THANYAH  FOURTH"
"3687695","N E O PHARMACY LLC BRANCH","صيدلية ان اي او ذ م م (فرع) ","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","Rashid Al Maqoobi Al Falasi Building ","Ras Al Khor","RAS AL KHOR IND. FIRST","","","","","","","FAC_ACT","155","90.0","90.0","","RAS AL KHOR IND. FIRST","RAS AL KHOR IND. FIRST"
"3697036","Green Belt Pharmacy LLC","صيدلية جرين بيلت ش ذ م م","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","Gold Building"," مقابل المستشفى الكندي شارع هور العنز شرق 6","HOR AL ANZ EAST","","","971-55-3838781","","","","FAC_ACT","66","25.277633294486698","55.34880626951842","greenbeltphy@gmail.com","HOR AL ANZ EAST","HOR AL ANZ EAST"
"3701908","Royalty Laser Cosmetic Center","مركز تجميل بالليزر رويالتي","Dermatology","جلدية","PolyClinic (2spec)","عيادة متعددة الاختصاصات (تخصصان)","mercato mall","Jumeira Street 173أ","JUMEIRA FIRST","","www.royaltyclinic.ae","04 77 00 212","","","","FAC_ACT","106","25.216999682221804","55.252420576555515","RoyaltyClinic@outlook.com","JUMEIRA FIRST","JUMEIRA FIRST"
"3704603","RELEAF MEDICAL CENTRE LLC (BRANCH)","فرع مركز ري ليف الطبي ذمم","General Dentistry","طب أسنان عام","PolyClinic (2spec)","عيادة متعددة الاختصاصات (تخصصان)","Rashid Al Maqoobi Al Falasi Building","Ras Al Khor Road","RAS AL KHOR IND. FIRST","","","","","","","FAC_ACT","155","25.185278960015","55.34371702534374","","RAS AL KHOR IND. FIRST","RAS AL KHOR IND. FIRST"
"3710335","One Aesthetic Clinic LLC","عيادة ون اسثيتيك ذ.م.م","General Dentistry","طب أسنان عام","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","Smj 1","22a Street 13/18","AL SAFA FIRST","","","043991850","","","","FAC_ACT","116","25.17736775213062","55.245182093633275","info@oneaesthetic.ae","AL SAFA FIRST","AL SAFA FIRST"
"3728057","British Orchard Nursery Branch","فرع حضانة أوركارد البريطانية","Nursing","التمريض","School clinic","عيادة مدرسة","British Orchard Nursery","Ummsuquim 1","JUMEIRA THIRD","","www.britishorchardnursery.com","97145916888","","","","FAC_ACT_AEX","115","90.0","90.0","jumeirah@britishorchardnursery.com","JUMEIRA THIRD","JUMEIRA THIRD"
"3741945"," DHA /Sterilization unit","هيئة صحة دبي شعبة التعقيم","Central Sterile Services (CSS)","تعقيم","Specialty Clinic","عيادة تخصصية ","","","OUD METHA","","","","","","","FAC_ACT","43","90.0","90.0","","OUD METHA","OUD METHA"
"3743558","HEAL YOU POLY CLINIC L.L.C","مجمع هييل يو الطبي ذ م م","","","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","Villa","Al Manara","Al Manara","","","","","","","FAC_IAT","124","90.0","90.0","","Al Manara","Al Manara"
"3748958","GRAND MUTEENA PHARMACY","صيدلية جراند مطينة","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","CITY AVENUE HOTEL","Al Muteena Street","Al Muteena","","","048925300","","","","FAC_ACT_AEX","36","25.274328621279132","55.32716162043936","grandmuteena@gmail.com","Al Muteena","Al Muteena"
"3773908","Hakeem X Technologies L.L.C "," حكيم اكس تكنولوجيز ش ذ م م ","","","Telehealth","الاستطباب عن بعد","Opal Tower ","Business Bay , Dubai ","BUSINESS BAY","","","","","","","FAC_ACT","346","90.0","90.0","","BUSINESS BAY","BUSINESS BAY"
"3788681","GIA Medical Clinics","عيادة جيه الطبية ","General Dentistry","طب أسنان عام","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","Villa no 4","Al Wasl Road 925","UMM SUQEIM SECOND","","www.aigclinics.com","971-50-5584247","","","","FAC_ACT_AEX","123","25.151431667675045","55.21365284591207","wajdi.aldaghma@aigclinics.com","UMM SUQEIM SECOND","UMM SUQEIM SECOND"
"3794145","ALMIGHTY KIDS DEVELOPMENT AND THERAPY CENTRE LLC","المايتي لتنمية الاطفال ش.ذ.م.م","Clinical Psychology","علم النفس السريري","Clinical Support (3 Specs or more)","خدمات صحية مساندة (3 تخصصات أو أكثر)","MANSOUR","AL QUSAIS INDUSTRIAL 2","AL QUSAIS SECOND","","","","","","","FAC_ACT","75","90.0","90.0","","AL QUSAIS SECOND","AL QUSAIS SECOND"
"3844789","Ambassador International Academy LLC","اكاديمية امباسادور الدولية ذ م م","General Practice","طب عام","School clinic","عيادة مدرسة","Ambassador International Academy LLC","12 Street","AL QOUZ IND.FOURTH","","","","","","","FAC_ACT_AEX","130","25.143962516472808","55.24847270926018","","AL QOUZ IND.FOURTH","AL QOUZ IND.FOURTH"
"3908607","BELLAVISO MEDICAL CENTER LLC","بيلافيزو ميديكال سنتر ش ذ م م","Orthodontics","تقويم أسنان","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","Deyaar Building","20 Street","AL BARSHA FIRST","","","","","","","FAC_ACT_AEX","132","25.117078945064094","55.196328638172886","","AL BARSHA FIRST","AL BARSHA FIRST"
"3910843"," Al Yalayis Fitness Medical  Center -DIP","مركز اليلايس لخدمات اللياقة الطبية","Family Medicine","طب الأسرة","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","Alyalayis Government Transaction Center","17 Street 45","DUBAI INVESTMENT PARK SECOND","","","","","","","FAC_ACT","10","24.970143825085692","55.208230822641255","","DUBAI INVESTMENT PARK SECOND","DUBAI INVESTMENT PARK SECOND"
"3912493","AMERICAN HOSPITAL CLINICS NAD AL SHEBA BR OF AMERICAN HOSPITAL DUBAI LLC","عيادات المستشفىالأمريكي ند الشبا فرع من المستشفى الأمريكي دبي ش ذ م م ","Family Medicine","طب الأسرة","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","Avenue Mall  Nad AL Sheba","Alain road ","NADD AL SHIBA FIRST","","www.ahdubai.com","043775500","","","","FAC_ACT","618","25.144731743319863","55.34688509343579","meddir@ahdubai.com","NADD AL SHIBA FIRST","NADD AL SHIBA FIRST"
"3927247","HELIA AESTHETIC CLINIC","عيادة هيليا للتجميل","General Surgery","جراحة عامة","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","Villa","45 A Street","JUMEIRA FIRST","","https://helia.clinic","0097143854300","","","","FAC_ACT","106","90.0","90.0","heliaclinic2024@gmail.com","JUMEIRA FIRST","JUMEIRA FIRST"
"3974993","NAHDI PHARMACY BRANCH 5"," 5 صيدلية النهدى فرع ","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","Union Co Operative Society","11 Street","AL NAHDA SECOND","","","+971509064316","","","","FAC_ACT","77","25.292393197320823","55.37122651939781","ph5228@nahdimedical.ae","AL NAHDA SECOND","AL NAHDA SECOND"
"3977007","EMIRATES HOSPITALS AND CLINICS LLC (BRANCH)","مستشفيات و عيادات الامارات ش  ذ  م  م فرع","General Practice","طب عام","PolyClinic (2spec)","عيادة متعددة الاختصاصات (تخصصان)","Al Habtoor Business Tower","Al Habtoor Business Tower","Dubai Marina and Jumeira Beach","","","","","","","FAC_ACT","139","90.0","90.0","","Dubai Marina and Jumeira Beach","Dubai Marina and Jumeira Beach"
"4028565","NMC SPECIALTY HOSPITAL DIP BR OF NMC ROYAL HOSPITAL LTD DUBAI BRANCH","  مستشفى ان ام سي التخصصي دي اي بي فرع من مستشفى ان ام سي رويال المحدودة فرع دبي ","Gastroenterology","أمراض الجها ز الهضمي","General Hospital (50- 100)","مستشفى(من 50 إلى 100 سرير)","HILAL ALZAROUNI","N M C ROYAL HOSPITAL BRANCH ","DUBAI INVESTMENT PARK FIRST","","www.nmc.ae","0503632146","","","","FAC_ACT","151","25.00990172922269","55.15831339262465","mohamed.askar@nmc.ae","DUBAI INVESTMENT PARK FIRST","DUBAI INVESTMENT PARK FIRST"
"4044712","MALAK PHARMACY LLC BRANCH","صيدلية ملاك ذ م م(فرع)","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","TALAL RESIDIENCE","11 Street","DUBAI INVESTMENT PARK SECOND","","","045488268","","","","FAC_ACT","10","24.990093112015156","55.20205699843839","info@malakpharmacy.com","DUBAI INVESTMENT PARK SECOND","DUBAI INVESTMENT PARK SECOND"
"4052123","Tang and Mora Hair Design and Spa ","تانغ ومورا هير ديزاين آند سبا","","","Traditional, Complementary & Alternative Medicine (TCAM) Facilities (1 Spec)","مركز الطب التقليدي و التكميلي و البديل (تخصص واحد)","Jumeirah Business Centre 1","Cluster G","Jumeira Lakes Towers","","","","","","","FAC_CAN","140","90.0","90.0","","Jumeira Lakes Towers","Jumeira Lakes Towers"
"4056567","vita nova","فيتا نوفا","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","Ali Muhammed Abdullah Qasim","Al Musalla Rd","Naif","","www.vitanova.ae","043301211","","","","FAC_ACT","26","90.0","90.0","pharmacy@vitanova.ae","Naif","Naif"
"4069520","AMSA MEDICAL CENTER AND KIDNEY CARE","مركز امسا الطبي و غسل الكلى","Nephrology","أمراض الكلى","Renal Dialysis Centre","مركز غسيل الكلى","Business Avenue Building","29a Street 1","AL KHABAISI","","","","","","","FAC_ACT_AEX","63","25.258770592215086","55.33694804436224","","AL KHABAISI","AL KHABAISI"
"4074761"," HOSPEX HOME HEALTH CARE L.L.C","هوسبيكس لخدمات الصحه المنزليه","","","Home Healthcare Agency","وكالة الرعاية الصحية المنزلية","Al Safiya","39th","HOR AL ANZ","","","","","","","FAC_IAT","28","90.0","90.0","","HOR AL ANZ","HOR AL ANZ"
"4103209","MIAMI GENERAL DENTAL CLINIC LLC","عيادة ميامي العامة لطب الأسنان ذ م م","General Dentistry","طب أسنان عام","Dental General Clinic","عيادة طب ​​الأسنان العام","REQA BUILDING","al muraqabat","AL MURAQQABAT","","","","","","","FAC_ACT","19","90.0","90.0","","AL MURAQQABAT","AL MURAQQABAT"
"4115781","ASTER PHARMACY180 AND CLINIC BR OF ASTER PHARMACIES GROUP LLC 'Express Clinic'","صيدلية استر180 وعيادة فرع من مجموعة صيدلية استر ش ذ م م","Family Medicine","طب الأسرة","PolyClinic (2spec)","عيادة متعددة الاختصاصات (تخصصان)","RIMAL 1","MARSA DUBAI","JUMEIRA BAY","","","","","","","FAC_ACT","302","90.0","90.0","","JUMEIRA BAY","JUMEIRA BAY"
"4116914","Circle Care Clinic LLC Branch","سيركيل كيركلينك ش ذ م م  فرع","Family Medicine","طب الأسرة","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","BOULEVARD RETAIL L L C","Happiness Street 15","Al Wasl","","www.circlecareclinic.com","043288820","","","","FAC_ACT","112","25.202184912843123","55.26184079729604","hello@circlecareclinic.com","Al Wasl","Al Wasl"
"4127527","GLOW UP MEDICAL CENTER L.L.C","مركز جلو اب الطبي ش ذ م م","","","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","Al Garhoud Building","Al Garhoud","Al Garhoud","","","","","","","FAC_IAT","45","90.0","90.0","","Al Garhoud","Al Garhoud"
"4136843","Al Dana Specialist Medical Center DMCC","الدانا سبيشيالست مديكال سنتر م د م س","General Dentistry","طب أسنان عام","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","HDS Business Centre","Al Thanyah Fifth","AL THANYAH FIFTH","","","","","","","FAC_ACT","228","90.0","90.0","","AL THANYAH FIFTH","AL THANYAH FIFTH"
"4136843","Al Dana Specialist Medical Center DMCC","الدانا سبيشيالست مديكال سنتر م د م س","General Dentistry","طب أسنان عام","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","HDS Business Centre","Al Thanyah Fifth","AL THANYAH FIFTH","","","","","","","FAC_ACT","228","90.0","90.0","","AL THANYAH FIFTH","AL THANYAH FIFTH"
"4139148","SWIFT DAY SURGICAL CENTER LLC","مركز سويفت للجراحات اليوميه ش ذ م م","General Surgery","جراحة عامة","Day Surgery Center","مركز جراحة اليوم","Villa","Jumeira Street 189a","JUMEIRA FIRST","","https://www.swiftdaysurgery.com/","054 2893910","","","","FAC_ACT","106","25.214546516005864","55.2507071262017","info@swiftdaysurgery.com","JUMEIRA FIRST","JUMEIRA FIRST"
"4207087","The Communication Clinic FZ LLC ","ذا كوميونيوكيشن كلينك منطقة حرة ذ م م ","Applied Behavioral Analyst","محلل سلوك تطبيقي","Clinical Support (3 Specs or more)","خدمات صحية مساندة (3 تخصصات أو أكثر)","Al Razi Building 64 office number 1007","Dubai Healthcare City St 64a/b","Dubai Healthcare City","","https://communicationclinicuae.com/","971542185956","","","","FAC_ACT","994","25.2331501692111","55.31793181050233","admin@communicationclinicuae.com","Dubai Healthcare City","Dubai Healthcare City"
"4255562","MIRDIF PRIVATE HOSPITAL LLC","مستشفى مردف الخاص ش ذ م م","Urology","جراحة المسالك البولية","General Hospital (50- 100)","مستشفى(من 50 إلى 100 سرير)","MIRDIF HOSPITAL","Algeria Street 2","AL MIZHAR FIRST","","www.hmsmirdifhospital.ae","0508179647","","","","FAC_ACT_AEX","88","25.237236515016747","55.426220001062575","dkashmoula@hmsco.ae","AL MIZHAR FIRST","AL MIZHAR FIRST"
"4256359","Matar Medical Center","مركز مطر الطبي","General Surgery","جراحة عامة","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","DUBAI BUILDING COOPERATIVE SOCIETY","40 Street 3a","Al Garhoud","","","","","","","FAC_ACT_AEX","45","25.234620726526522","55.354072843996406","matarmedicalcenter@gmail.com","Al Garhoud","Al Garhoud"
"4285580","ORIS DENTAL CENTER BRANCH 3","فرع مركز أوريس لطب الأسنان 3","Pediatric Dentistry","طب أسنان أطفال","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","THE ARCH MALL","NAD AL SHIBA 3RD","","","www.orisdentalcenter.ae","042547520","","","","FAC_ACT_AEX","","90.0","90.0","Nadalsheba@orisdentalcenter.ae","",""
"4291797","Good Life Medical Center L.L.C","مركز جود لايف الطبي  ش ذ م م","General Practice","طب عام","PolyClinic (2spec)","عيادة متعددة الاختصاصات (تخصصان)","2645028","20 Street 99/1","MUHAISANAH SECOND","","","","","","","FAC_ACT","90","25.260021421059065","55.42421524615403","","MUHAISANAH SECOND","MUHAISANAH SECOND"
"4334830","SAMAA ASSISTED FERTILAIZATION CENTER","مركز سماء للاخصاب","Obstetrics and Gynecology","أمراض النساء والولادة","Fertility Center","مركز للإخصاب","DAWOOD KHALIFA KHALFAN","Al Wasl Road 664","JUMEIRA FIRST","","","","","","","FAC_ACT","106","25.181077772869582","55.23547778251906","","JUMEIRA FIRST","JUMEIRA FIRST"
"4334830","SAMAA ASSISTED FERTILAIZATION CENTER","مركز سماء للاخصاب","Obstetrics and Gynecology","أمراض النساء والولادة","Fertility Center","مركز للإخصاب","DAWOOD KHALIFA KHALFAN","Al Wasl Road 664","JUMEIRA FIRST","","","","","","","FAC_ACT","106","25.181077772869582","55.23547778251906","","JUMEIRA FIRST","JUMEIRA FIRST"
"4352556","NOOM MEDICAL CLINIC L.L.C","عيادة نووم الطبية ش ذ م م","General Practice","طب عام","General Clinic","عيادة عامة","TALAL PLAZA HYPERMARKET","SAIH SHUAIB 4","SAIH SHUAIB 4","","","","","","","FAC_ACT_AEX","191","90.0","90.0","","SAIH SHUAIB 4","SAIH SHUAIB 4"
"4357540","LIFESPAN SPORTS MEDICINE CENTER CLINIC L L C","عياده لايف سبان للطب الرياضى والتمارين ش ذ م م ","Sports Medicine","الطب الرياضي","PolyClinic (3 specs or more)","عيادة متعددة الاختصاصات (3 تخصاصات وأكثر)","Tulip Commercial Building","Golf","ME'AISEM FIRST","","www.lifespan.ae","00971 4 3 744 788","","","","FAC_ACT_AEX","223","25.027653612822867","55.20602305593812","info@lifespan.ae","ME'AISEM FIRST","ME'AISEM FIRST"
"4361622","THE LIFE CORNER L.L.C - DUBAI BRANCH","ذي لايف كورنر ذ م م  فرع دبي","Pharmacy","الصيدلة","Community/Retail Pharmacy","صيدلية","APRICOT","S P Oasis St 19a","Nadd Hessa","","","","","","","FAC_ACT","179","25.111993825823276","55.384635979498505","","Nadd Hessa","Nadd Hessa"
