Facility_Name,Latitude,Longitude,Type
Reverse Psychology for Psychological and Behavioral  Therapy LLC,25.16462682668992,55.22418388675028,Clinical Psychology
EYE CARE OPTICS INTERNATIONAL L.L.C (BRANCH),24.996600738359284,55.14101956128621,Optometry
UAE OPTICS LLC,25.25446265350828,55.33647485928787,Optometry
Bloom Therapy Speech Center,25.145190337784136,55.224121131968886,Speech Therapy
SERENITY ANANTARA CLINIC L.L.C,25.129925851044963,55.15321702566987,General Practice
Al Boom Marine LLC Branch,25.168898039593547,55.227844237567375,Optometry
HYGIENIC DENTAL CLINIC,25.110446253176583,55.20285996054445,General Dentistry
Y MED DENTAL LAB L L C,25.24370055720115,55.27614690194068,Dental Lab - Dental Clinical Support
VISION MASTERS LLC,25.243256867572647,55.27669254589471,Optometry
First Response Medical Center L.L.C,25.253829302074557,55.32893609647198,General Dentistry
MEDLIFE MEDICAL CENTER L.L.C,25.04595722852994,55.231727222009134,General Dentistry
sky marina dental clinic LLC,25.24211749436822,55.27607750152729,General Dentistry
Opal White Dental Clinic LLC,25.260791201329003,55.321125524353455,General Dentistry
SPRUCE SUNGLASSES TRADING LLC BRANCH,25.0443251432165,55.12011305625325,Optometry
Optihal FZ-LLC ,25.06966952927697,55.2417730859347,Optometry
SEVEN STAR DENTAL LABORATORY L L C,24.98024290895553,55.12761756782897,Dental Lab - Dental Clinical Support
proper esthtic  dental clinic,25.117449539546858,55.19660605567626,General Dentistry
VERSATILE DENTAL CLINIC L.L.C,25.118622537427346,55.2080022469432,General Dentistry
ALEX CARE CLINIC DMCC,25.079383808211496,55.14978166674743,General Practice
MODERN AESTHETICSS POLY CLINIC L.L.C,25.223858481825182,55.28237009545719,Dermatology
BLOSSOM HILLS NURSERY BR OF BLOSSOM EDUCATION INVESTMENT LLC,25.122929639206383,55.26070316327294,Nursing
G K OSTEOPATHY CLINIC L L C,25.046211887764542,55.2316305902208,Osteopathy
AL JABER OPTICAL CENTRE LLC BRANCH MEAISEM CITY CENTRE,25.03972979591457,55.19790260037038,Optometry
Ranches Nursery,25.030008279741768,55.27247236115417,Nursing
Qastarat Dawali Clinics FZ LLC,25.232142799966,55.3243224530365,Interventional Radiology
FUTURE HEALTH GCC  FZ  L.L.C ,25.233810522302573,55.31843079379704,Clinical Pathology
ASA CLINICAL LABORATORY,25.224723433460557,55.34024505842903,Clinical Pathology
Morfologie Slim Bods Slimming Therapy Center,25.217980056210315,55.27201804248651,Massage - Physiotherapy
Uro Diagnostic Clinic (UDC) FZ-LLC,25.232790400959985,55.32146863892096,Urology
Feto Maternal and Genetyx Center FZ-LLC,25.23017238305309,55.32385854012463,Obstetrics and Gynecology
NYLE SKIN MEDICAL CENTER L.L.C (BRANCH),25.286962693761023,55.35898548727025,General Practice
Silk Clinics FZ-LLC,25.232865900052968,55.32614320308275,General Practice
The Diabetes and Endocrine Center FZ-LLC,25.233811039466296,55.318151564353,Endocrinology
Clinic For Cosmetic Dentistry FZ-LLC,25.23336596085357,55.317780761693925,Prosthodontics
Almavita Medical Clinic FZ-LLC,25.232028601530736,55.32635708959533,Family Medicine
UCRYO FITNESS CENTER CLUB,25.133020161952984,55.19848668470214,Physiotherapy
JAMIE ROSE AESTHETIC CARE CENTER,25.264003912084704,55.324846227357256,Dermatology
Bauerfeind MEA Polyclinic FZ-LLC,25.23010367308257,55.32484849477073,Prosthetics and Orthotics
VISION EXPRESS NAKHEEL MALL,25.114018367141032,55.13876560982895,Optometry
EXCELLENCY PHYSIOTHERAPY CENTER L.L.C )BRANCH(,25.066572504071253,55.21568707865404,Physiotherapy
SERAH OPTICALS L LC BRANCH,25.26370218146603,55.28749697229746,Optometry
BROWZ CLINIC,25.132951318784333,55.19853558672722,Dermatology
Lueur Aesthetic Clinic LLC,25.093661233814263,55.18573284905846,General Practice
LAB247 DIAGNOSTIC,25.26489681406142,55.32615377568008,Clinical Pathology
EMIRATES BRITISH NURSERY BR,25.086907671637327,55.36072282623268,Nursing
EYE LIFE OPTICS L L C,25.289412064230007,55.36851282482122,Optometry
The Reformery Aesthetic Clinic,25.11182272979753,55.24562107056798,General Practice
Milestones Autism Rehabilitation Center,25.134263336688445,55.198378591915095,Speech Therapy
KOTOBUKI CLINIC,25.221841134636847,55.28118967594616,General Practice
LAITH MEDICAL CENTER L.L.C,25.26164851332781,55.320037343576566,General Dentistry
Little Kingdom Early Childhood Center ,25.24446152371141,55.29685186809094,Nursing
BALANCE WELLNESS CENTER L L C,25.16932954412726,55.24159868746778,Ayurvedic Medicine
Al Zahra Pvt. Hospital,25.106255903296795,55.18102064077618,Anesthesia
Dr Imran Tahir Aestheticare Centre,25.15104237359711,55.21319607815385,Plastic Surgery
Dusit Thani Dubai - Company Clinic,25.20625585622507,55.27299175536495,Nursing
Health Avenue polyclinics L LC ,25.08567603303399,55.14405179198628,General Practice
Life Medical Center Dmcc,25.07922451845222,55.149713254126766,General Practice
Al Tadawi Medical Center,25.2738011721757,55.35440035169511,Internal Medicine
Aster Medical Centre Business Bay Br Of Dm Health,25.1918850017667,55.26572028334989,Obstetrics and Gynecology
OAKS IBN BATTUTA GATE HOTEL DUBAI,25.041673874966826,55.11547449129036,Nursing
Lotus Medical Center L.L.C,25.152402920810097,55.24235016330144,General Practice
Noor Alshefa Clinic,25.00575662592892,55.10371615184015,General Dentistry
Kims Medical Centre,25.271460167811867,55.33248499409455,Obstetrics and Gynecology
Jupiter Specialty Medical Center,25.2448472287741,55.29791755606914,Pediatrics
The Dental House,25.265524309427057,55.38284837585418,Orthodontics
Medcare Medical Center Jbr - Br- Medcare Hospital,25.080230081717183,55.13864382010494,Family Medicine
Gorgeous Smile Dental Center LLC,25.091479564737632,55.15858398294222,Orthodontics
Villanova Cosmetic And Surgical Center,25.23941831584621,55.27094374499352,General Dentistry
Icare Oasis Branch Of Excel Healthcare,25.169600354113,55.24170931126865,Obstetrics and Gynecology
Dental Club Clinic Owned By Hessa Abdulla One Person Company LLC,25.25053226717158,55.45416087272285,General Dentistry
Park Dental Center,25.176748217931017,55.24475756524312,Endodontics
MEDLITE MEDICAL CENTER,25.16846900111392,55.40661560566514,General Dentistry
Houston Clinic,25.116543287687392,55.20618468218111,General Practice
Armada Medical Centre,25.074662868888183,55.144723188183406,Internal Medicine
American Center For Psychiatry And Neurology,25.183762566638627,55.22635375448563,Psychiatry
Boston Diabetes And Endocrine Center,25.237256493442917,55.26779584591768,"Internal Medicine (Endocrinology, Diabetes And Metabolism)"
Medcare Orthopaedics And Spine Hospital,25.178857107179063,55.247343654784686,Anesthesia
N L V Medical Center LLC,25.19647622359412,55.24641354490386,General Dentistry
La Perla Dental Clinic DMCC,25.07767251150917,55.15134947468775,General Dentistry
Icare Garden Branch Of Excel Healthcare,25.05026711761944,55.13283388383666,Internal Medicine
Dr Sai Ganesh Medical Centre,25.261079662296183,55.332725696434,General Dentistry
Unicare Medical Centre LLC Branch,25.23946050248732,55.28044663992068,General Dentistry
Sultan Alolama Medical Center Branch,25.236558698423572,55.42221094676536,Dermatology
Lucia Aesthetic And Dermatology Center,25.20287180185422,55.24157867772061,Dermatology
Dr Mohamed Rafi Dental Clinic,25.23579128770617,55.2778275766568,General Dentistry
The International School Of Choueifat Branch,24.98685870321932,55.17204844397974,General Practice
Montreal International Clinics,25.20012618863468,55.23958867599654,General Dentistry
Sansaya Cosmetic Surgery And Dentistry Clinic LLC,25.16117162250482,55.22129745513777,General Dentistry
Noor Al Shefa Clinic Branch,25.175362802134057,55.38678291258904,General Dentistry
American Outpatient Cinics,25.21351762645809,55.38001277970208,General Practice
Al Massa Polyclinic LLC,25.152562287100597,55.2140777692283,General Dentistry
Advanced Specialist Medical Center,25.233515892113008,55.43700090539853,Oral and Maxillofacial Surgery
Mediclinic Ibn Battuta Clinic LLC,25.04779407914257,55.12180471239659,Obstetrics and Gynecology
Medicure Poly Clinic Branch,25.11636777913497,55.390242085802136,General Practice
Perfect Smile Orthodontic And Cosmetic Dental Center,25.18674812606683,55.26670437653412,General Dentistry
Syed Sadiq General Practitioner Clinic L L C,25.15205180740464,55.24206608539003,General Dentistry
Moon Light Dental Center LLC,25.21855782241899,55.26166538030349,General Dentistry
Dr Michaels Childrens Dental Center LLC,25.156886893007325,55.21748316445174,Endodontics
Aster Jubilee Medical Complex Br Of D M Healthcare LLC,25.260058842039744,55.29443695116809,Pediatrics
Toddler Town British Nursery,25.0736744948502,55.131044859472176,Nursing
Maral Dental Center,25.26383416136506,55.3224860753233,General Dentistry
Koster Clinic,25.1354974648218,55.19698041496351,Obstetrics and Gynecology
Al Azhar Clinic - Branch 2,24.987212356579125,55.196651803847935,General Practice
Dulsco Medical Clinic,25.125902882923448,55.233519948488194,General Practice
Al Soor Medical Clinic L L C,25.27164152214375,55.30040984244886,General Practice
NASSER MEDICAL CONSULTANT CENTRE L.L.C,25.266646566708,55.33008751484879,Internal Medicine
Burjeel Hospital For Advanced Surgery,25.146380240143124,55.22364319518712,Anesthesia
Xie He Medical Center,25.171458169290467,55.41427991136751,General Dentistry
Access Clinic Sonapur Br Of Dm Healthcare LLC,25.260404879250807,55.42310991329646,General Practice
Smile Design Clinic,25.21605589557628,55.26002511834627,General Dentistry
Chubby Cheeks Nursery,25.04683282491187,55.12937339317175,Nursing
Clover Medical Center LLC,25.10120307563348,55.17867132095171,General Dentistry
Advanced Care Medical Center Branch,24.97591384987153,55.20146713157222,General Practice
Hellenic Dental Clinic,25.217846604345187,55.26110145744924,General Dentistry
Al Mashaher Medical Centre,25.26135790164141,55.42398783383464,General Dentistry
Khalidha Medical Centre LLC,25.15107472895193,55.24352294398029,General Practice
Trucare Clinics L L C,25.11741403303997,55.204842764626505,Dermatology
Dr Ismail Polyclinic Branch,25.00247998588398,55.108490202846696,General Practice
BELLA ROMA SPECIALTY HOSPITAL L.L.C,25.15783075921019,55.21873302955456,Plastic Surgery
United Medical Center,25.22942057205131,55.31890371129842,Internal Medicine
Mediclinic Deira Clinic Br Of Mediclinic Clinics Investment LLC,25.25060360247657,55.33514236106033,Orthopedic Surgery
Ocp Medical Center,25.226162837772883,55.28412617884121,Anesthesia
Oud Al Muteena Medical Center,25.261373125737176,55.44130845351073,Family Medicine
Sky Clinic Dental Center Dmcc,25.078065125295037,55.15371412043939,Oral and Maxillofacial Surgery
Karama Medical Center Alquoz Mall Br,25.122193739694627,55.22321818964065,General Practice
Klinika Dental Clinic,25.116336747054262,55.20622004692442,Orthodontics
Blossom Nursery 4,25.192090074661987,55.27930109736644,Nursing
Nmc Specialty Hospital Pharmacy,25.290095084405507,55.36947579261239,Pharmacy
Royal Dental Care Co LLC,25.2135083335043,55.25855084578637,General Dentistry
Kind Care Medical Center,25.149066582263536,55.198281688938366,Plastic Surgery
Access Clinic International City Br Of Dh Healthca,25.162480291147823,55.41871643125164,General Practice
Willow Childrens Nursery,25.153162731382285,55.213157391646696,Nursing
Dr Kamil Al Rustom Skin And Laser Centre,25.22700638035733,55.2667091850225,Dermatology
Medcare Paediatric Specialty Clinic Br Of Medcare LLC,25.176966095567543,55.245483671768646,Pediatrics
Rays Of Light For Early Learning,25.144095494893563,55.20238233059784,Nursing
Aster Gp Clinic Burdubai Br Of Dm Healthcare LLC,25.26240964626951,55.28731383250037,General Practice
Transform Specialist Medical Centre LLC,25.213860616183,55.2587805278659,Orthopedic (Sports Medicine)
Gsm Medical Center LLC,25.234342093147056,55.278062345916574,General Practice
Medcare Physiotherapy And Rehabilitation Centre,25.177268888824784,55.245227152533126,Physiotherapy
Venocare Vascular Surgery Clinic,25.166402959036112,55.2376658111681,Vascular Surgery
ASTER MEDICAL CENTER INTERNATIONAL CITY BR OF D M HEALTHCARE  L L C ,25.168267180866223,55.40353462894046,Pediatrics
Medi Family Polyclinic FZE,25.117581272521164,55.39081930188033,Family Medicine
Royal Aesthetica Poly Clinic LLC,25.224339979371592,55.25782068095404,General Practice
Pearl Dental Clinic,25.184152049787517,55.26023945197932,General Dentistry
Prime Hospital L.L.C,25.24977059596729,55.34572880373341,Pulmonary Disease
Blossom Nursery 2,25.03379362369479,55.28988656675382,Nursing
Excellency Physiotherapy Center,25.18851673182914,55.26676971778696,Physiotherapy
DR OSSAMA BAZI DENTAL CLINIC,25.277309293510505,55.34823052523698,General Dentistry
Aster Medical Centre Silicon Oasis Br Of Dm Health,25.116564306243813,55.3909713084653,Obstetrics and Gynecology
Aster Medical Centre Al Qusais Br Of Dm Healthcare,25.269024912291457,55.3768758383164,Dermatology
Luzan Dental Center LLC,25.19416013473809,55.26041980321286,General Dentistry
Jumairah International Nursery Br Southridge,25.18726908604166,55.27834153739296,Nursing
COOPER HEALTH CLINIC L L C,25.147202972532316,55.21032028322009,Pediatrics
Grand Infinity Medical Cnter LLC,25.28681493398432,55.40016156980727,General Dentistry
N M C ROYAL HOSPITAL LTD - DUBAI BRANCH,25.003194331938538,55.15407988429647,General Surgery
Aster Medical Centre Muhaisnah Br Of Dm Healthcare,25.279577518836856,55.40577630517576,Pediatrics
Tadawi Health Care L.L.C (Branch) ,25.2352960499701,55.29159485544813,Internal Medicine
All Smiles Multispeciality Dental Spa,25.099330690763743,55.20487160579621,Prosthodontics
Easy Dental Branch 2,25.229910957336703,55.27328666875799,General Dentistry
Al Badiya Dental Clinic,25.21508690437788,55.37502343771549,General Dentistry
SHIRAZ MEDICAL CENTER LLC,25.21369178322664,55.25917160515159,Urology
Mcgill Medical And Dental Center L L C,25.099821490148752,55.17689025094899,General Dentistry
Axis Dental Clinic LLC,25.236206326140124,55.27741746038958,General Dentistry
Premium Cosmetic Laser Center,25.21366967144661,55.25860654565022,Dermatology
Empire Dental Clinic LLC,25.19230822880586,55.28487727529687,General Dentistry
Access Clinic Alqouz Br Of Dm Healthcare LLC,25.157813192368632,55.24862257768888,General Practice
Cross Roads Dental Clinic LLC,25.25423303705975,55.328831737973,Implantology
NOVOMED WELLNESS CENTER (BR OF INTELLIGENT HEALTH INVESTMENT L.L.C),25.13519732026997,55.1973204296604,Psychiatry
Nord Anglia International School L L C,25.061986413799733,55.22926356648582,Nursing
Gardens Speciality Clinic Br Of Dm Healthcare LLC,25.047605247260115,55.13007396837243,Pediatrics
Alsham Dental Clinc,25.244208118489407,55.340006170780406,Endodontics
Al Barsha Alnoor Polyclinic L L C,25.11646137809621,55.20623550477822,General Practice
Access Clinic Persia Cluster Br Of Dm Healthcare L,25.15946973126925,55.40838807613087,General Practice
Medi Centres Polyclinic Jumeirah Branch,25.042804299327013,55.1600774001287,Family Medicine
Aster Medical Centre Aswaaq Mall Br Of Dm Healthca,25.089962185116875,55.22751191580426,General Practice
Ph Diagnostics L.L.C,25.25648286102829,55.30131893237615,Radiology
Gems Metropole School,25.041390563047123,55.24261900373997,General Practice
Al Maher Medical Center,25.23313833868618,55.269253375060174,Endodontics
Access Clinic Sonapur 2 Br Of Dm Healthcare LLC,25.26618214792131,55.43396431026555,General Practice
Vcare Polyclinic LLC,25.29461995187897,55.36155634103797,Cardiology
Dr Moopen Polyclinic Br Of Dm Healthcare LLC,25.273485052898405,55.32165906925835,Gastroenterology
Medeor 24X7 Hospital LLC,25.257724401556708,55.30675785427814,Neurosurgery
Apex Medical Clinics LLC,25.04654791208454,55.235430467925255,General Dentistry
F M C Medical Center L L C,25.13797604861086,55.203336347450495,General Dentistry
Karama Medical Centre Br. Muhaisnah,25.25799524972705,55.42418573056853,General Practice
Royal Crown Dental Clinic,25.248582327936507,55.3376700420036,General Dentistry
Aster Hospital Br Of Aster Dm Healthcare Fzc Dubai,25.252182357968064,55.288783880002136,Pediatrics
Medcare Medical Centre Jumeirah Br Of Medcare Hosp,25.166029451157257,55.21313564953677,Family Medicine
Qamar Al Madina Medical Center L.L.C,25.15256358404586,55.24228601423861,General Practice
Prime Medical Center Rta Branch,25.23433419218402,55.35580209139472,General Practice
Medcare Medical Center Discovery Gardens Br Of Medcare Hospital LLC,25.034936518683917,55.14719104557648,Family Medicine
Mediclinic Welcare Wellness Centre (BR of Mediclinic Welcare Hospital L.L.C),25.24723916100989,55.34117883694815,Prosthodontics
Medcare Specialty Centre Br Of Medcare Hospital LLC,25.22147010082865,55.43446009983815,Dermatology
Iranian Hospital L.L.C,25.23072115710189,55.26888450383362,Infectious Diseases
American Hospital Clinics Dubai Media City BR of American Hospital Dubai LLC,25.101287903941877,55.168650252963104,Dermatology
Access Clinic Dip 2 Br Of Dm Healthcare LLC,24.978722725086826,55.20192665984407,General Practice
Medcare Medical Centre Marina Br Of Medcare Hospital LLC,25.07920754915378,55.14348941282987,General Practice
Rona Rabah Dental Clinic,25.18505542911741,55.26452232433357,General Dentistry
Dr.Abdulla S Clinic,25.285522934000912,55.406829910583525,Internal Medicine
Silesia Dental Clinic LLC,25.25396942509556,55.32869302873254,General Dentistry
Aster Medical Centre Abu Hail Br Of Dm Healthcare,25.28062942896391,55.35150390407061,General Practice
Islamabad Medical Clinic LLC,25.27711422429533,55.32870481107055,General Practice
Medstar Healthcare LLC,25.2353251378915,55.318038258403,General Surgery
Aster Specialist Centre For Orthopedics And Physiotherpy Br Of D M Healthcare,25.27703537142396,55.38567507644685,Orthopedic Surgery
Mediclinic Meaisem,25.03988725484457,55.19697798774277,Family Medicine
Aster Medical Centre Al Barsha Br Of Dm Healthcare LLC,25.112701512288737,55.20089974662478,Internal Medicine
Dentzz Dental - Dmcc,25.07841665578665,55.15358328609886,General Dentistry
Apple International Poly Clinic,25.15499151502365,55.41099610999866,General Practice
Karama Medical Centre Br. Al Khail Gate,25.13903709962001,55.2528035664641,General Practice
Noor Al Shefa Clinic Branch,25.15977975449074,55.25049316701968,General Practice
DENTIST DIRECT DS CLINIC L.L.C,25.09723606057624,55.18033400154079,General Dentistry
Al Manara Specialized Medical Center LLC,25.160414683276013,55.22213038558373,Obstetrics and Gynecology
Imed Dental Clinic,25.109656084603323,55.18410705485696,Implantology
ST MARY HIGH SCHOOL MUHAISNAH L.L.C,25.280335800044583,55.408018250681096,General Practice
Clinicare Samari Br Of Imara Health Care LLC,25.17687242480477,55.376397986016585,General Practice
Dermamed Clinic,25.228600194382107,55.31962922350642,Dermatology
Aster Medical Centre Al Qouz Br Of Dm Healthcare L L C,25.14929618013517,55.2457094320106,General Practice
Horizon Dental Lab,25.23910410798833,55.27133574494024,Dental Lab - Dental Clinical Support
Munich Dental Clinic Branch,25.12855247131095,55.20763741811291,General Dentistry
Swedish Dental Clinic,25.06925765716024,55.12967298326019,Orthodontics
Precision Dental Clinic L L C,25.20894784296521,55.272488078491776,Orthodontics
Chubby Cheeks Nursery Branch,24.99761888759676,55.17246611421478,Nursing
Small World Nursery L.L.C,25.23184953725453,55.28817585674607,Nursing
We Care Medical Center LLC,25.251228883481883,55.30920761220013,Internal Medicine
Blossom Nursery 5,25.02764932345804,55.26670326409138,Nursing
New Sanaiya Clinic Branch,24.979580769919,55.15933391495023,General Dentistry
Al Shifa Al Khaleeji Medical Centre Branch LLC,24.99774936076859,55.17259370967602,General Practice
Same Day Dental Clinic LLC,25.15306677205968,55.20207786937728,Oral and Maxillofacial Surgery
Clinicare Br Of Imara Health Care LLC,25.274886567063447,55.31146223607044,General Practice
Best Dentist LLC,25.26570016874821,55.32068045067357,General Dentistry
Emirates Hospitals And Clinics Llc Branch,25.085968214120705,55.142379993376,Pediatrics
Sheikh Manaa Bin Hasher Al Maktoum Polyclinic LLC,25.213807742134865,55.25852898140928,Cardiology
Health Baypolyclinic Br,25.13691127077035,55.20228395608328,Internal Medicine
NEW MEDICAL CENTER LTD - DUBAI BRANCH,25.27660866576992,55.34627994069837,Internal Medicine
Zia Medical Centre L.L.C,25.165481053650595,55.21230975903042,Family Medicine
Anaya Medical Center L L C,25.15397958140292,55.24562106622832,General Practice
Medcare Women And Child Hospital Br Of Medcare Hospital,25.16079871985818,55.23043086696229,Internal Medicine
Harley International Medical Clinic Branch,25.247888498157664,55.28593387627971,Internal Medicine
Aster Specialist Medical Centre International City Br Of Dm Healthcare LLC,25.158804928957405,55.40441767773091,Obstetrics and Gynecology
ROYAL EUROPEAN SPECIALIST POLYCLINIC ACADMY L.L.CC,25.146627277372744,55.20978341356056,General Dentistry
Ladybird Early Learning Centre,25.05503884501144,55.21214479106716,Nursing
Dr Michaels Orthodontic Center LLC,25.157145366900007,55.21762442156849,Orthodontics
Tadawi Medical Caentre Emirates 1,25.25097366900304,55.348380411122825,General Practice
Icare Al Reffa Br Of Excel Healthcare LLC,25.252152895578416,55.28797284705125,General Practice
Care One Poly Clinic LLC,24.971093262132584,55.17202028257536,General Practice
Life Works Holistic Counselling Centre,25.142007551365168,55.2057764918277,Psychiatry
Vida Clinics LLC,25.25653227234749,55.29350507078254,Radiology
Monroe Medical Center LLC,25.200138419694145,55.26690303410498,General Dentistry
Al Habtoor Theatre L L C,25.18462728720286,55.25453209649218,Physiotherapy
Medcare Medical Centre Al Khawaneej Br Of Medcare Hospital LLC,25.248662713007302,55.4800730757932,Pediatrics
Dr Nader Saab Plastic Surgery Clinic LLC,25.20863354343191,55.245350100550574,Plastic Surgery
Al Zafaran Medical Center LLC,25.27343592008333,55.33033898791787,General Dentistry
Grace And Light Cosmetic Clinic LLC,25.138005330250728,55.20350421783999,General Practice
Okare Polyclinic,25.22427053658778,55.42474513878619,Physiotherapy
Medcare Medical Centre Motorcity Br Of Medcare Hos,25.04531670938188,55.2380553706115,Internal Medicine
Next Generation School L L C,25.09889672774497,55.18935488105846,Nursing
Fifa Sport Medical Center Of Excellence Dubai LLC,25.22281811922061,55.3275637044308,Physical Medicine and Rehabilitation
Cocoona Aesthetic Transformation Centre Llc Branch,25.232599633769347,55.43311312799848,Plastic Surgery
Avance Dental Clinic L.L.C,25.25404094824269,55.328722864662495,Orthodontics
Angel Wings Medical Centre L.L.C,25.10868994356989,55.18485001238872,General Practice
Medcare Medical Center Al FurjanWest Br of Medcare Hospital LLC,25.022143804268303,55.12983881876824,Pediatrics
Zahrat Al Shefa Medical Centre LLC,25.25939286881466,55.42393209278679,General Practice
Little Amigos Early Learning Center,25.17744006781573,55.37658939708087,Nursing
D C V I P Dental Clinic LLC,25.186158139416616,55.2734570195775,General Dentistry
Nagem Dental Diet And Laser Center Llc Branch,25.113616724867747,55.19391504443925,General Dentistry
Black Diamond Dental Clinic,25.097555312861022,55.15659843097347,Implantology
Medi Centres Polyclinic Llc Branch,25.024705860177672,55.15279221804529,Pediatrics
Emirates Hospitals Clinics Business Bay LLC,25.188900272777325,55.26559627521463,General Practice
Ear Care Medical Center LLC,25.23581654207955,55.27086529739616,Audio Vestibular Medicine
The Palace Nursery,25.159146002506425,55.223368951772805,Nursing
Prestige International Polyclinic LLC,25.11735037554962,55.20525061032736,Plastic Surgery
Medilife Polyclinic LLC,25.151183358901083,55.2502822374725,General Practice
Oval Dental Clinic LLC,25.18781962237571,55.2714365725517,General Dentistry
Novomed Specialized Surgical Hospital LLC,25.13516292472208,55.19657027780004,Anesthesia
Kings College Hospital London Medical Centre Br Of Kch Healthcare LLC,25.16240522205913,55.210427613855664,Pediatrics
Abeer Alnoor Polyclinic L L C Branch,25.263029253133816,55.43040300724602,General Practice
Novomed Centers LLC,25.07509569063641,55.13959807213208,Family Medicine
Emirates Hospitals And Clinics L L C,25.111683049254456,55.14153043341238,Family Medicine
Bizrahmed Centers L.L.C ,25.124929226026985,55.20204417412653,General Practice
Abris Medical Centre LLC,25.262060249065907,55.29649687042972,General Practice
Gaga Medical And Aesthetic Center LLC,25.18036764730586,55.22457988563816,General Dentistry
MEDZE CLINIC L.L.C,25.27136294733208,55.32983146884057,General Practice
Emirates Hospital L.L.C,25.19695853751824,55.23709598797486,Obstetrics and Gynecology
Promise Aesthetic Clinic L L C,25.217877742184143,55.41831306545316,Dermatology
North London Collegiate School Middle East L.L.C -,25.17863383264101,55.30716553232757,Family Medicine
Babilou Br Of Babilou Investment L L C,25.187250491466635,55.29711389596977,Nursing
Kings Medical Center LLC,25.265031344173245,55.32102460500784,General Dentistry
Dr Ismail Day Surgical Centre,25.24052317256596,55.29994145040894,Gastroenterology
Al Tadawi Medical Center Branch Dip,24.978912030369955,55.16784458426309,General Practice
AIG WELLNESS CLINICS L.L.C,25.1894101593878,55.38337022071274,Dermatology
High Hopes Paediatric Therapy Center L L C,25.17637910789361,55.24290896957297,Speech Therapy
EMIRATES  SPECIALITY HOSPITAL FZ-LLC,25.2316572709716,55.31788282469937,Neonatology
Al Lubnani Medical Center Llc Dubai Branch,25.11667867323298,55.2058956417222,General Dentistry
Bourgeois Dental Clinic LLC,25.12738861210256,55.2055688603975,General Dentistry
Abeer Al Noor Polyclinic Llc Branch,25.276274615867727,55.31020026548461,General Practice
Live Care Clinic L.L.C,25.006982221869947,55.11094002776167,General Dentistry
Prime Medical Center Motor City Br Of Prime Medical Center L Lc,25.047052508368253,55.24282738833557,Otolaryngology
Yasmin Shifa Dental Clinic LLC,25.28124839086646,55.38814139758095,General Dentistry
Advanced Care Medical Center Branch,25.26504394294897,55.43316281084292,General Practice
GREEN CITY MEDICAL CENTER L.L.C,25.158064356097167,55.25105131795188,General Practice
911solomed polyclinic llc,25.085834697575383,55.140871867345865,General Practice
Green Life Medical Clinic L L C,25.21868668033296,55.25349447508832,General Dentistry
Vila Fortuny Dental Laboratory,25.17629991449189,55.23213447234434,Dental Lab - Dental Clinical Support
Med One Medical Center LLC,25.26912775824337,55.38028559652658,General Practice
Adam Vital Hospital L.L.C,25.251039150194497,55.34346708101718,Internal Medicine
Dewa Academy,25.243834052624365,55.280260377424206,Family Medicine
Haton Medical Centre L.L.C,25.185908828885463,55.27435116475008,General Dentistry
Dubai London Clinic And Speciality Hospital Branch,25.09130754391233,55.36949365377615,General Practice
Symbiosis Medical Centre Fzco,25.127434711563797,55.39612201171303,General Surgery
Anaya Medical Center Llc Branch,24.97932274724261,55.13615483742604,General Practice
Multi Care Medical Centre LLC,25.14033437612109,55.25244594042564,General Practice
Medcare Medical Centre Al Barsha Br Of Medcare Hos,25.11083225102996,55.195275139650974,Internal Medicine
"Kings College Hospital London, Medical Centre Br Of Kch Health Care LLC",25.087833856255827,55.14877667655716,Family Medicine
Aster Hospital Br Of Aster Dm Healthcare FZC,25.277422336745,55.39523555412074,Anesthesia
Azhar Clinic 3 Br Of Al Azhar Clinic LLC,25.174336002711904,55.39265588070461,General Practice
Sultan Al Olama Medical Center Barsha,25.098906361998,55.203802869106816,General Practice
Mediclinic Parkview Hospital LLC,25.06588735139118,55.24854976584592,Emergency Medicine
Dr Sara Medical Center L.L.C,25.26428612738409,55.33064614900182,General Dentistry
CLINICA MARIA MEDICAL CENTER L.L.C,25.242200381835143,55.29701058994417,General Dentistry
Prime Medical Center Barsha Heights Branch L L C,25.097553950139044,55.16878573575393,Internal Medicine
Re Leaf Medical Centre L.L.C,24.976267162733688,55.20108520058468,General Practice
Kings College Hospital London Br Of Kch Healthcare LLC,25.112822554588984,55.25487785990061,Emergency Medicine
Laven Clinic Group Dmcc,25.069067716744733,55.14313780655599,General Surgery
Zulekha Hospital LLC,25.29166566812736,55.38395970321537,General Practice
Emirates Hospitals And Clinics L.L.C. Branch,25.22595956054941,55.283780084964384,Neurology
Creative Smile Dental Surgery Clinic LLC,25.264415420641,55.32059306600711,General Dentistry
American Aesthetic Medical Center LLC,25.165481306661736,55.23498781119358,Implantology
Sahara Dental Clinic And Orthodontic Centre LLC,25.16469226221104,55.2234741021462,Orthodontics
Valiant Healthcare L.Lc,25.201055424947587,55.262532192590186,General Surgery
COSMESURGE PLASTIC SURGERY HOSPITAL AND CLINICS L.L.C,25.14998276714206,55.19910269830332,Anesthesia
NATURALIA WELLNESS AND REHABILITATION MEDICAL CENTRE-FZCO,25.11631638748965,55.3900162178667,Ayurvedic Medicine
